Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
152,"🚨WANTED for ROBBERY: On April 2nd, at 1:40 pm, shortly after a 76-year-old female withdrew money from an ATM inside of a bank located at 1 East Fordham Road, an unknown individual grabbed the victim's purse &amp; threw her to the ground. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/tVoCQuRrNL",1512403648952901643,307,2022-04-08 12:15:03+00:00,Hootsuite Inc.,46,57,wanted for robbery on april nd at pm shortly after a yearold female withdrew money from an atm inside of a bank located at east fordham road an unknown individual grabbed the victims purse amp threw her to the ground have info contact at tips,wanted robbery april shortly yearold female withdrew money atm inside bank located east fordham road unknown individual grabbed victims purse amp threw ground info contact tips,['Bronx'],Bronx,violent_crime,high
153,Good Morning NYC https://t.co/3RVlfgcOz4,1512385628494876680,40,2022-04-08 11:03:27+00:00,Hootsuite Inc.,462,50,good morning nyc,good morning nyc,['Unknown'],Unknown,other,unknown
154,"🚨WANTED for a BURGLARY: On 3/18/22 at 11:50 PM, inside of 152 W. 140 St in Manhattan, the suspect entered the storage room &amp; removed a bike, scooter, &amp; other personal possessions that had a total estimated value of $7,500. Any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7INGli4top",1512234040694386699,308,2022-04-08 01:01:05+00:00,Hootsuite Inc.,88,62,wanted for a burglary on at pm inside of w st in manhattan the suspect entered the storage room amp removed a bike scooter amp other personal possessions that had a total estimated value of any info dm or call them at tips,wanted burglary inside manhattan suspect entered storage room amp removed bike scooter amp personal possessions total estimated value info call tips,['Manhattan'],Manhattan,property_crime,moderate
155,"Today was Gun &amp; Shield Day at the Academy for our recruits, who will be graduating soon. Beaming with pride, Deputy Inspector Clement from the @NYPD9Pct pinned his son Officer Clement who will soon be walking in his father's footsteps and wearing the same blue uniform. https://t.co/7XkkWppdu7",1512203891605131271,297,2022-04-07 23:01:17+00:00,Hootsuite Inc.,242,19,today was gun amp shield day at the academy for our recruits who will be graduating soon beaming with pride deputy inspector clement from the pinned his son officer clement who will soon be walking in his fathers footsteps and wearing the same blue uniform,today gun amp shield day academy recruits graduating soon beaming pride deputy inspector clement pinned son officer clement soon walking fathers footsteps wearing blue uniform,['Unknown'],Unknown,violent_crime,high
156,"Today, @NYPDDetectives joined @BronxDAClark and our law enforcement partners to announce the indictment of 20 alleged G-Side/Drilly gang members for crimes including murder, non-fatal shootings, and stabbings.

Full press release:
https://t.co/o0K7pMNuQL https://t.co/xLZChNnyq8",1512173414034849792,278,2022-04-07 21:00:11+00:00,Hootsuite Inc.,36,7,today joined and our law enforcement partners to announce the indictment of alleged gsidedrilly gang members for crimes including murder nonfatal shootings and stabbings full press release,today joined law enforcement partners announce indictment alleged gsidedrilly gang members crimes including murder nonfatal shootings stabbings full press release,['Bronx'],Bronx,violent_crime,high
157,"Rain or shine, NYPD officers remain dedicated to protecting everyone in New York City. https://t.co/BLPYvq4NP3",1512143225892524044,110,2022-04-07 19:00:13+00:00,Hootsuite Inc.,229,25,rain or shine nypd officers remain dedicated to protecting everyone in new york city,rain shine nypd officers remain dedicated protecting everyone new york city,['Unknown'],Unknown,other,unknown
158,"RT @NYPD104Pct: If you see something, say something! Our Officers received a 911 call of suspicious individuals crawling under vehicles (po…",1512128272431292426,140,2022-04-07 18:00:48+00:00,Twitter Web App,0,30,rt if you see something say something our officers received a call of suspicious individuals crawling under vehicles po,see something say something officers received call suspicious individuals crawling vehicles,['Unknown'],Unknown,traffic_incident,low
159,"RT @NYPD23Pct: Patrolling #EastHarlem in the wee hours, Sgt Ng &amp; PO Tait spotted broken glass outside a 3rd Ave business. Investigating, th…",1512095566460858370,144,2022-04-07 15:50:51+00:00,Twitter for iPhone,0,28,rt patrolling eastharlem in the wee hours sgt ng amp po tait spotted broken glass outside a rd ave business investigating th,patrolling eastharlem wee hours sgt amp tait spotted broken glass outside ave business investigating,['Manhattan'],Manhattan,other,unknown
160,"In the last 48 hours, your @NYPDDetectives recovered numerous ghost guns, gun parts, and ammunition, including a handgun modified to be fully automatic, in the @NYPD83Pct &amp; @NYPD77Pct as the result of extensive investigations, helping to keep the community safe from gun violence. https://t.co/KZSOFK4mG8",1512052625834917897,308,2022-04-07 13:00:13+00:00,Hootsuite Inc.,130,25,in the last hours your recovered numerous ghost guns gun parts and ammunition including a handgun modified to be fully automatic in the amp as the result of extensive investigations helping to keep the community safe from gun violence,last hours recovered numerous ghost guns gun parts ammunition including handgun modified fully automatic amp result extensive investigations helping keep community safe gun violence,['Unknown'],Unknown,violent_crime,high
161,UPDATE: All lanes have been reopened. Expect residual delays in the area. https://t.co/gTZJiZz4VD https://t.co/9eCIf2qKWk,1512044628874305536,121,2022-04-07 12:28:26+00:00,Twitter Web App,3,3,update all lanes have been reopened expect residual delays in the area,update lanes reopened expect residual delays area,['Unknown'],Unknown,other,unknown
162,"🚨WANTED for a SEX ASSAULT &amp; ROBBERY: On 3/27/22 at 6:10 AM, in the vicinity of Clarkson St &amp; West St (Pier 40), the suspect sexually assaulted a 39-year-old woman &amp; removed her cellphone before fleeing on his bike. Have any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7iUTIQsrGy",1512039997301575692,309,2022-04-07 12:10:02+00:00,Hootsuite Inc.,45,53,wanted for a sex assault amp robbery on at am in the vicinity of clarkson st amp west st pier the suspect sexually assaulted a yearold woman amp removed her cellphone before fleeing on his bike have any info dm or call them at tips,wanted sex assault amp robbery vicinity clarkson amp west pier suspect sexually assaulted yearold woman amp removed cellphone fleeing bike info call tips,['Unknown'],Unknown,violent_crime,high
163,"ADVISORY: Due to a police investigation, two Brooklyn bound lanes of the Brooklyn Bridge are currently closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/TwchKK4buL",1512031885085618181,204,2022-04-07 11:37:48+00:00,Twitter Web App,20,12,advisory due to a police investigation two brooklyn bound lanes of the brooklyn bridge are currently closed expect traffic and delays in the area please use an alternate route,advisory due police investigation two brooklyn bound lanes brooklyn bridge currently closed expect traffic delays area please use alternate route,['Brooklyn'],Brooklyn,traffic_incident,low
164,"🚨WANTED for a BURGLARY PATTERN: Recognize him? On four different occasions, between 3/10/22 - 3/30/22, the suspect forcibly entered several locations in Manhattan &amp; removed property. Have any info call/DM @NYPDTips at 800-577-TIPS. All calls are anonymous. https://t.co/Yom62ZL5qq",1511878940293578752,284,2022-04-07 01:30:03+00:00,Hootsuite Inc.,27,33,wanted for a burglary pattern recognize him on four different occasions between the suspect forcibly entered several locations in manhattan amp removed property have any info calldm at tips all calls are anonymous,wanted burglary pattern recognize four different occasions suspect forcibly entered several locations manhattan amp removed property info calldm tips calls anonymous,['Manhattan'],Manhattan,property_crime,moderate
165,"When a vigilant NYer saw a man adjust what appeared to be a gun in his pants on a subway, he told an @NYCTSubway worker. Thanks to this individual's tip, 
@NYPDTransit officers located the man &amp; safely removed this illegal handgun. If you see something, always say something! https://t.co/R2RGuyPbLr",1511864264306442247,303,2022-04-07 00:31:44+00:00,Twitter Web App,139,18,when a vigilant nyer saw a man adjust what appeared to be a gun in his pants on a subway he told an worker thanks to this individuals tip officers located the man amp safely removed this illegal handgun if you see something always say something,vigilant nyer saw man adjust appeared gun pants subway told worker thanks individuals tip officers located man amp safely removed illegal handgun see something always say something,['Unknown'],Unknown,violent_crime,high
166,"RT @NYPDPC: We will continue to provide fair, effective, and responsive policing reflecting the needs of every community we serve. But to a…",1511855112746160128,140,2022-04-06 23:55:22+00:00,Twitter Web App,0,27,rt we will continue to provide fair effective and responsive policing reflecting the needs of every community we serve but to a,continue provide fair effective responsive policing reflecting needs every community serve,['Unknown'],Unknown,other,unknown
167,"When a 4-year-old boy fell out of a 6th-floor window in the Bronx yesterday, residents tending to the boy immediately called 9-1-1. In a coordinated effort by the residents, EMS, and officers from @NYPDPSA7, the boy was rushed to the hospital &amp; is currently in stable condition. https://t.co/vk5AzVVLId",1511825861581975559,306,2022-04-06 21:59:08+00:00,Twitter Web App,799,134,when a yearold boy fell out of a thfloor window in the bronx yesterday residents tending to the boy immediately called in a coordinated effort by the residents ems and officers from the boy was rushed to the hospital amp is currently in stable condition,yearold boy fell thfloor window bronx yesterday residents tending boy immediately called coordinated effort residents ems officers boy rushed hospital amp currently stable condition,['Bronx'],Bronx,other,unknown
